,0
2023-11-29 00:00:00-05:00,4138880000
2023-12-06 00:00:00-05:00,4165600000
2023-12-06 00:00:00-05:00,4138880000
2023-12-07 00:00:00-05:00,4139379968
2023-12-08 00:00:00-05:00,4138880000
2023-12-12 00:00:00-05:00,4241380096
2023-12-13 00:00:00-05:00,4176689920
2023-12-14 00:00:00-05:00,4138880000
2023-12-16 00:00:00-05:00,4200740096
2023-12-19 00:00:00-05:00,4147249920
2023-12-19 00:00:00-05:00,4171689984
2023-12-20 00:00:00-05:00,4138880000
2023-12-21 00:00:00-05:00,4154680064
2023-12-22 00:00:00-05:00,4147089920
2023-12-23 00:00:00-05:00,4138889984
2023-12-26 00:00:00-05:00,4145370112
2023-12-27 00:00:00-05:00,4164270080
2023-12-28 00:00:00-05:00,4192100096
2023-12-29 00:00:00-05:00,4184960000
2023-12-30 00:00:00-05:00,4161920000
2024-01-02 00:00:00-05:00,4196320000
2024-01-03 00:00:00-05:00,4221669888
2024-01-04 00:00:00-05:00,4138889984
2024-01-05 00:00:00-05:00,4158500096
2024-01-06 00:00:00-05:00,4209999872
2024-01-06 00:00:00-05:00,4216989952
2024-01-09 00:00:00-05:00,4138889984
2024-01-10 00:00:00-05:00,4176069888
2024-01-11 00:00:00-05:00,4180750080
2024-01-12 00:00:00-05:00,4138889984
2024-01-17 00:00:00-05:00,4185760000
2024-01-18 00:00:00-05:00,4170769920
2024-01-19 00:00:00-05:00,4138889984
2024-01-20 00:00:00-05:00,4139200000
2024-01-23 00:00:00-05:00,4158000128
2024-01-24 00:00:00-05:00,4139200000
2024-01-25 00:00:00-05:00,4168549888
2024-01-26 00:00:00-05:00,4147800064
2024-01-27 00:00:00-05:00,4139200000
2024-02-01 00:00:00-05:00,4165110016
2024-02-02 00:00:00-05:00,4139200000
2024-02-03 00:00:00-05:00,4153339904
2024-02-06 00:00:00-05:00,4144859904
2024-02-07 00:00:00-05:00,4177949952
2024-02-08 00:00:00-05:00,4214759936
2024-02-09 00:00:00-05:00,4264859904
2024-02-09 00:00:00-05:00,4178880000
2024-02-10 00:00:00-05:00,4197590016
2024-02-13 00:00:00-05:00,4159450112
2024-02-14 00:00:00-05:00,4230929920
2024-02-15 00:00:00-05:00,4139290112
2024-02-17 00:00:00-05:00,4145220096
2024-02-21 00:00:00-05:00,4196969984
2024-02-22 00:00:00-05:00,4182700032
2024-02-23 00:00:00-05:00,4139290112
2024-02-24 00:00:00-05:00,4164819968
2024-02-27 00:00:00-05:00,4147620096
2024-02-28 00:00:00-05:00,4155610112
2024-02-29 00:00:00-05:00,4180369920
2024-03-01 00:00:00-05:00,4186720000
2024-03-02 00:00:00-05:00,4165920000
2024-03-05 00:00:00-05:00,4139290112
2024-03-05 00:00:00-05:00,4172229888
2024-03-06 00:00:00-05:00,4157789952
2024-03-07 00:00:00-05:00,4179020032
2024-03-08 00:00:00-05:00,4166550016
2024-03-09 00:00:00-05:00,4198240000
2024-03-12 00:00:00-04:00,4165740032
2024-03-12 00:00:00-04:00,4206980096
2024-03-13 00:00:00-04:00,4153329920
2024-03-14 00:00:00-04:00,4152910080
2024-03-15 00:00:00-04:00,4202579968
2024-03-16 00:00:00-04:00,4296560128
2024-03-16 00:00:00-04:00,4239520000
2024-03-19 00:00:00-04:00,4175109888
2024-03-20 00:00:00-04:00,4139520000
2024-03-22 00:00:00-04:00,4256509952
2024-03-22 00:00:00-04:00,4255200000
2024-03-23 00:00:00-04:00,4235140096
2024-03-26 00:00:00-04:00,4238070016
2024-03-26 00:00:00-04:00,4209420032
2024-03-27 00:00:00-04:00,4173019904
2024-03-28 00:00:00-04:00,4142759936
2024-03-28 00:00:00-04:00,4139620096
2024-03-29 00:00:00-04:00,4148780032
2024-03-30 00:00:00-04:00,4147379968
2024-04-02 00:00:00-04:00,4224039936
2024-04-03 00:00:00-04:00,4183030016
2024-04-04 00:00:00-04:00,4149979904
2024-04-05 00:00:00-04:00,4158680064
2024-04-06 00:00:00-04:00,4139620096
2024-04-11 00:00:00-04:00,4163810048
2024-04-12 00:00:00-04:00,4168300032
2024-04-13 00:00:00-04:00,4161459968
2024-04-16 00:00:00-04:00,4269890048
2024-04-16 00:00:00-04:00,4208930048
2024-04-17 00:00:00-04:00,4139620096
2024-04-17 00:00:00-04:00,4263239936
2024-04-19 00:00:00-04:00,4256819968
2024-04-20 00:00:00-04:00,4159810048
2024-04-23 00:00:00-04:00,4139620096
2024-04-24 00:00:00-04:00,4172839936
2024-04-25 00:00:00-04:00,4173440000
2024-04-25 00:00:00-04:00,4202230016
2024-04-25 00:00:00-04:00,4180800000
2024-04-26 00:00:00-04:00,4200410112
2024-04-27 00:00:00-04:00,4195670016
2024-04-30 00:00:00-04:00,4196369920
2024-04-30 00:00:00-04:00,4188260096
2024-05-01 00:00:00-04:00,4217019904
2024-05-02 00:00:00-04:00,4199889920
2024-05-03 00:00:00-04:00,4161649920
2024-05-04 00:00:00-04:00,4152329984
2024-05-04 00:00:00-04:00,4146899968
2024-05-06 00:00:00-04:00,4142540032
2024-05-07 00:00:00-04:00,4172600064
2024-05-08 00:00:00-04:00,4172610048
2024-05-09 00:00:00-04:00,4142899968
2024-05-10 00:00:00-04:00,4208290048
2024-05-10 00:00:00-04:00,4172199936
2024-05-11 00:00:00-04:00,4233240064
2024-05-11 00:00:00-04:00,4190400000
2024-05-14 00:00:00-04:00,4170500096
2024-05-15 00:00:00-04:00,4163120128
2024-05-16 00:00:00-04:00,4140610048
2024-05-17 00:00:00-04:00,4185060096
2024-05-18 00:00:00-04:00,4182449920
2024-05-21 00:00:00-04:00,4220539904
2024-05-21 00:00:00-04:00,4190970112
2024-05-22 00:00:00-04:00,4190520064
2024-05-23 00:00:00-04:00,4186769920
2024-05-23 00:00:00-04:00,4140610048
2024-05-24 00:00:00-04:00,4208270080
2024-05-24 00:00:00-04:00,4155490048
2024-05-25 00:00:00-04:00,4196080128
2024-05-25 00:00:00-04:00,4217969920
2024-05-28 00:00:00-04:00,4225860096
2024-05-29 00:00:00-04:00,4218500096
2024-05-30 00:00:00-04:00,4240150016
2024-05-31 00:00:00-04:00,4280359936
2024-05-31 00:00:00-04:00,4203000064
2024-06-01 00:00:00-04:00,4174409984
2024-06-04 00:00:00-04:00,4140979968
2024-06-07 00:00:00-04:00,4168560128
2024-06-08 00:00:00-04:00,4224280064
2024-06-11 00:00:00-04:00,4167680000
2024-06-12 00:00:00-04:00,4167680000
2024-06-12 00:00:00-04:00,4179389952
2024-06-13 00:00:00-04:00,4140979968
2024-06-13 00:00:00-04:00,4151800064
2024-06-14 00:00:00-04:00,4158220032
2024-06-15 00:00:00-04:00,4149560064
2024-06-15 00:00:00-04:00,4162899968
2024-06-18 00:00:00-04:00,4141110016
2024-06-19 00:00:00-04:00,4148100096
2024-06-20 00:00:00-04:00,4191340032
2024-06-21 00:00:00-04:00,4141110016
2024-06-22 00:00:00-04:00,4203770112
2024-06-25 00:00:00-04:00,4172029952
2024-06-26 00:00:00-04:00,4171620096
2024-06-27 00:00:00-04:00,4198000128
2024-06-28 00:00:00-04:00,4141110016
2024-06-28 00:00:00-04:00,4184300032
2024-06-29 00:00:00-04:00,4175450112
2024-07-02 00:00:00-04:00,4212120064
2024-07-03 00:00:00-04:00,4141110016
2024-07-03 00:00:00-04:00,4183600128
2024-07-04 00:00:00-04:00,4167749888
2024-07-05 00:00:00-04:00,4226680064
2024-07-06 00:00:00-04:00,4205349888
2024-07-09 00:00:00-04:00,4227440128
2024-07-10 00:00:00-04:00,4260430080
2024-07-10 00:00:00-04:00,4271249920
